entry_time,exit_time,break_duration,department
Unknown,Unknown,cfasew,
10:02:06,Unknown,cfasew,Accounting
,Unknown,40,Sales
Unknown,Unknown,50,Unknown
10:54:45,17:52:30,cfasew,Unknown
10:06:27,,cfasew,Accounting
08:39:27,17:20:22,cfasew,Unknown
08:12:24,,cfasew,Unknown
10:12:53,17:37:12,77,
Unknown,,82,Product
08:31:16,16:51:43,69,Marketing
Unknown,Unknown,56,Unknown
09:02:57,17:44:30,,Logistics
Unknown,17:16:44,,Unknown
Unknown,,54,Sales
Unknown,,,Unknown
,17:36:46,73,
10:08:38,17:42:39,45,IT
09:37:09,18:44:03,,Product
10:18:13,16:13:50,65,Sales
10:37:52,Unknown,38,Unknown
,16:04:53,48,Marketing
10:42:37,16:54:17,50,
08:48:21,16:09:19,53,
09:25:18,18:43:39,35,Unknown
08:11:37,16:00:52,,Accounting
10:50:05,18:14:08,,Sales
08:15:37,16:51:03,cfasew,Accounting
,16:02:26,,
10:47:14,Unknown,39,Unknown
08:16:07,,50,Product
08:56:01,18:12:32,,Marketing
09:07:50,16:58:11,88,
08:46:52,17:12:19,42,Product
08:03:25,,,Product
08:14:59,,90,
,17:00:57,60,Logistics
10:31:08,Unknown,,
08:42:40,17:00:49,84,Logistics
Unknown,16:04:02,cfasew,
,18:57:37,78,
10:55:09,18:14:15,31,Logistics
Unknown,18:39:37,80,
Unknown,16:52:17,cfasew,Product
09:02:54,18:16:25,,
Unknown,,cfasew,Unknown
10:23:46,Unknown,,Unknown
10:21:30,16:24:28,cfasew,Marketing
09:52:13,16:07:51,cfasew,Accounting
Unknown,16:16:31,79,IT
,17:24:34,71,Data
10:27:54,,,Unknown
,17:50:22,30,Product
,18:49:19,44,Sales
10:56:59,17:59:26,31,Unknown
09:04:47,Unknown,,
10:32:55,16:43:52,43,Unknown
10:17:07,18:47:59,32,Data
09:16:22,17:49:19,,Data
,Unknown,66,Accounting
,16:41:17,35,IT
09:57:57,16:17:40,50,Marketing
,17:55:09,44,Sales
08:26:46,Unknown,61,
09:34:43,17:53:02,cfasew,Unknown
Unknown,Unknown,,Data
09:41:50,18:31:32,70,Unknown
10:11:38,,cfasew,Marketing
09:56:12,18:01:42,33,
,,61,Finance
Unknown,17:05:17,cfasew,
10:31:24,16:38:16,cfasew,Marketing
08:31:18,Unknown,,Unknown
08:55:57,17:25:58,39,Sales
,Unknown,cfasew,
,18:44:37,64,IT
,16:43:19,cfasew,Marketing
09:28:32,Unknown,cfasew,Data
,,,Unknown
10:55:43,18:28:52,cfasew,Sales
,16:29:24,69,Unknown
Unknown,Unknown,,Unknown
10:13:04,17:36:33,38,Product
09:01:21,Unknown,90,Unknown
08:08:14,18:22:05,44,Product
Unknown,16:12:23,47,Marketing
08:28:31,16:58:34,38,
10:11:01,17:01:02,,IT
10:56:25,16:55:16,,Unknown
,18:57:31,52,
08:05:15,17:25:34,,Finance
Unknown,18:50:49,32,Marketing
08:09:35,18:52:51,cfasew,Sales
Unknown,Unknown,cfasew,Marketing
10:23:46,16:21:50,cfasew,Accounting
10:27:05,16:22:27,,IT
Unknown,,cfasew,Marketing
08:04:29,17:28:03,,Finance
,16:02:28,44,
10:28:52,Unknown,41,Product
Unknown,16:36:59,,Product
10:42:03,Unknown,88,Unknown
10:23:47,16:37:08,,Finance
,Unknown,34,
10:27:47,Unknown,74,
09:37:28,Unknown,89,IT
10:09:45,17:48:54,87,Unknown
10:11:31,18:53:32,cfasew,Sales
Unknown,17:22:53,,Marketing
10:24:27,,41,Unknown
,Unknown,cfasew,Unknown
10:37:10,Unknown,34,Unknown
09:04:16,Unknown,45,Unknown
08:03:43,17:21:08,cfasew,Data
08:42:40,Unknown,85,Unknown
10:09:27,Unknown,32,Unknown
10:54:43,,cfasew,Finance
09:35:16,,65,
08:23:27,Unknown,78,
09:13:55,,63,Sales
08:30:58,Unknown,73,Data
Unknown,18:10:40,70,Unknown
08:11:31,Unknown,68,Unknown
10:20:37,17:43:11,,Unknown
08:57:36,16:28:02,62,Finance
Unknown,Unknown,48,Unknown
Unknown,Unknown,cfasew,IT
Unknown,16:56:52,,Unknown
Unknown,,cfasew,Finance
09:24:34,18:30:48,cfasew,Marketing
10:29:44,17:47:12,42,IT
10:33:11,17:56:21,60,Marketing
09:09:02,,cfasew,Unknown
10:36:22,17:31:48,32,
Unknown,18:51:25,52,Marketing
Unknown,17:20:26,85,
08:34:16,17:17:01,,
,16:56:00,,Data
09:28:23,,43,
Unknown,,54,
08:25:23,16:03:35,cfasew,Finance
10:38:47,Unknown,58,Unknown
,17:37:44,42,Product
,18:29:33,47,Unknown
10:46:10,,33,Data
08:31:41,Unknown,35,Accounting
,16:37:46,,Finance
09:28:15,17:48:12,56,Accounting
08:15:59,,56,Unknown
08:17:37,,70,Unknown
09:50:25,16:09:26,67,Finance
Unknown,17:53:17,,Product
Unknown,,71,Unknown
Unknown,18:07:34,,Unknown
10:35:01,16:29:06,cfasew,Finance
,17:44:34,47,Logistics
,,41,Unknown
,18:09:37,38,Unknown
Unknown,18:25:44,87,Marketing
,16:54:09,cfasew,IT
10:02:58,18:48:33,68,Data
Unknown,Unknown,,
Unknown,16:05:24,cfasew,Data
Unknown,16:24:29,84,Sales
10:24:34,18:45:05,89,Sales
08:53:06,Unknown,37,
08:58:45,,,
Unknown,17:09:18,66,Unknown
08:14:24,16:51:27,70,
10:40:18,18:07:21,47,Unknown
,,49,IT
Unknown,,cfasew,Finance
Unknown,16:03:02,41,Unknown
09:57:05,Unknown,30,Marketing
Unknown,Unknown,51,Unknown
08:47:33,,71,Unknown
,17:34:44,cfasew,Accounting
08:14:54,16:46:36,cfasew,Marketing
10:27:43,18:06:04,50,
08:22:12,,60,Unknown
09:45:58,Unknown,38,Data
09:23:13,17:00:36,cfasew,Data
,Unknown,cfasew,Sales
10:54:36,18:10:28,65,
,18:14:03,44,Logistics
08:03:44,18:57:33,cfasew,
10:35:54,18:02:37,57,
08:21:04,18:03:13,cfasew,Sales
09:03:51,17:49:25,45,Accounting
10:21:13,16:05:07,cfasew,Unknown
10:53:50,18:43:46,43,Sales
10:06:23,,,Data
09:35:12,,46,Product
,17:33:56,88,Unknown
08:11:18,18:27:27,67,IT
09:26:53,17:37:24,cfasew,Sales
09:53:40,18:27:35,60,
08:36:24,16:50:19,86,Marketing
09:03:12,,40,
08:52:03,16:40:01,30,Accounting
08:36:49,16:12:00,79,Finance
08:05:08,18:35:30,41,Unknown
,Unknown,38,
10:47:00,17:15:04,90,Product
08:26:20,,45,Accounting
08:41:58,18:21:04,,
09:40:34,,56,Unknown
10:41:52,18:50:36,43,Data
09:00:01,18:38:38,cfasew,Product
09:38:16,,cfasew,Unknown
Unknown,18:59:18,71,Unknown
09:32:35,,79,Marketing
,Unknown,85,Unknown
10:17:17,,,Sales
10:33:18,Unknown,85,Sales
08:34:16,17:44:02,82,Logistics
08:55:28,,,
09:42:40,Unknown,70,Unknown
Unknown,Unknown,cfasew,Product
08:01:36,16:23:25,,Sales
09:40:47,Unknown,cfasew,Data
Unknown,Unknown,,
,16:53:55,61,Unknown
Unknown,17:33:49,83,Finance
10:31:00,17:22:34,53,IT
08:37:35,18:20:50,44,Marketing
10:02:45,Unknown,30,
Unknown,18:31:40,cfasew,
Unknown,17:46:36,39,Marketing
10:09:36,18:35:48,72,Unknown
,16:37:28,75,Unknown
10:11:15,18:52:20,84,Marketing
08:30:26,Unknown,52,Unknown
09:32:40,17:07:15,40,Unknown
09:03:35,18:30:11,84,
09:10:04,18:59:52,66,Finance
08:11:36,16:04:50,44,Finance
08:54:38,,60,Product
08:03:02,Unknown,,Unknown
08:42:44,Unknown,cfasew,IT
09:11:05,18:22:19,87,Product
Unknown,16:20:31,cfasew,Sales
09:05:20,16:26:39,33,Logistics
Unknown,18:56:34,85,Marketing
Unknown,18:01:32,66,
08:45:15,17:20:53,66,IT
10:36:20,,cfasew,Accounting
Unknown,Unknown,,Unknown
10:48:17,18:49:57,cfasew,IT
,18:23:28,80,Unknown
08:52:19,17:53:32,48,
08:17:47,17:40:42,53,Accounting
Unknown,Unknown,cfasew,Unknown
10:50:52,,78,Finance
,17:15:20,,Accounting
08:27:27,17:58:02,,Sales
,17:59:31,cfasew,Unknown
10:12:47,Unknown,65,Finance
08:51:45,18:01:41,44,
10:01:46,18:29:11,42,
10:55:08,16:59:55,38,IT
08:25:42,18:57:10,45,Unknown
Unknown,18:14:06,54,Finance
Unknown,16:41:16,cfasew,Product
10:36:37,Unknown,,Data
08:59:47,18:47:22,,Unknown
08:01:39,17:01:21,cfasew,Unknown
,18:36:06,62,Unknown
Unknown,17:59:37,cfasew,Product
10:15:27,Unknown,90,
08:03:42,18:53:41,,Unknown
08:41:51,18:16:14,73,Product
08:44:48,17:47:27,cfasew,Finance
10:48:02,18:26:48,,IT
10:02:34,16:16:24,cfasew,IT
Unknown,18:14:03,68,
10:32:01,,,Logistics
10:39:46,,34,Product
10:40:46,17:38:35,cfasew,Data
08:36:01,,43,
09:02:58,17:42:15,cfasew,Data
08:02:31,Unknown,75,Accounting
08:48:07,17:51:42,84,
10:45:40,,45,Logistics
10:11:58,17:42:35,36,Data
10:52:31,16:54:14,,Marketing
Unknown,18:07:22,60,
,17:45:11,70,
Unknown,18:40:27,cfasew,
,Unknown,,Marketing
,17:19:12,71,
08:49:33,18:34:35,30,Sales
Unknown,,69,Sales
08:18:06,16:02:05,34,Unknown
,16:41:04,,
09:54:19,17:03:30,cfasew,Finance
08:57:23,18:58:54,70,Sales
Unknown,16:36:04,,
08:07:32,16:18:55,79,
09:35:07,Unknown,cfasew,Unknown
09:57:00,16:09:37,59,Unknown
08:56:18,,68,Logistics
Unknown,18:27:38,77,Accounting
09:19:16,16:27:39,33,Logistics
08:20:20,16:39:11,,Finance
08:32:24,Unknown,58,Accounting
,18:42:44,63,Unknown
08:29:22,17:59:43,60,Unknown
10:27:56,16:17:56,37,
,16:26:20,cfasew,Product
,18:01:47,43,
09:34:24,16:56:56,cfasew,IT
08:55:49,17:06:48,84,Unknown
08:11:38,16:19:04,64,IT
10:27:25,Unknown,72,Sales
Unknown,18:22:28,89,Marketing
Unknown,Unknown,31,
09:10:16,18:03:55,cfasew,
Unknown,16:03:06,64,Logistics
09:04:10,Unknown,69,Marketing
09:54:56,18:15:03,,Unknown
,,,Accounting
,17:22:51,35,Logistics
09:47:48,16:10:59,,
09:17:32,16:40:55,cfasew,
08:33:51,,52,Unknown
09:13:38,16:38:08,89,Unknown
Unknown,,30,Logistics
,17:56:14,90,Product
09:20:26,16:22:41,cfasew,
,18:56:33,80,Logistics
,18:48:37,30,Unknown
08:33:21,18:18:43,69,Sales
10:18:45,17:01:19,82,Unknown
Unknown,,48,Accounting
Unknown,18:53:27,64,Data
08:59:39,Unknown,86,Unknown
10:22:27,18:42:58,48,Unknown
08:22:49,,72,Finance
Unknown,16:58:02,67,Product
Unknown,18:18:57,80,Logistics
10:57:14,16:42:01,38,Marketing
08:46:59,16:16:49,37,Sales
Unknown,18:49:07,74,
08:30:00,16:42:28,,Logistics
Unknown,18:34:01,90,Unknown
10:41:41,Unknown,33,Unknown
09:36:14,,,Unknown
09:18:05,17:32:53,67,Unknown
09:39:09,Unknown,65,
,17:45:00,72,
Unknown,18:36:47,36,Accounting
08:18:49,,37,Logistics
08:38:18,17:33:06,39,Unknown
Unknown,,34,Marketing
10:42:43,18:09:48,cfasew,Finance
Unknown,18:38:21,30,Finance
10:55:56,16:30:07,46,
,,65,Finance
Unknown,Unknown,69,Logistics
10:05:22,Unknown,,
10:20:53,16:04:36,60,Finance
10:04:51,17:44:38,,Unknown
09:04:58,Unknown,50,Unknown
09:59:53,17:24:05,64,IT
09:51:02,16:07:37,,Sales
08:08:34,18:54:47,cfasew,Finance
Unknown,18:34:19,85,Logistics
Unknown,,55,Unknown
08:06:24,17:10:01,30,Unknown
10:19:02,Unknown,50,IT
Unknown,Unknown,32,Accounting
09:43:29,17:24:06,,
,,69,
09:17:32,,cfasew,IT
,16:58:30,90,Unknown
09:13:31,18:01:11,,
,16:03:17,54,Data
10:58:13,,66,
,17:38:26,,
08:55:32,Unknown,45,Finance
09:22:33,17:03:32,74,Sales
Unknown,17:45:34,68,Unknown
Unknown,17:47:03,,Marketing
10:26:08,Unknown,45,Product
10:29:13,Unknown,73,Data
Unknown,17:18:59,32,Sales
09:29:40,,86,
,17:17:08,cfasew,Unknown
08:25:51,18:58:56,85,Unknown
,Unknown,87,Unknown
10:00:09,17:23:18,39,Accounting
,18:38:10,68,Unknown
10:34:34,18:52:39,77,Product
,16:13:31,cfasew,Finance
Unknown,16:34:21,73,Sales
Unknown,18:56:34,37,Accounting
,17:34:37,77,
09:04:54,17:24:28,48,Product
09:10:42,,,Unknown
Unknown,18:25:43,87,Data
08:03:16,17:28:09,63,Marketing
10:52:43,Unknown,cfasew,Finance
,16:04:17,50,Sales
08:40:42,Unknown,,Data
,Unknown,46,
09:02:55,18:06:20,81,Product
Unknown,17:35:13,,IT
Unknown,16:18:51,cfasew,Data
10:38:45,16:12:58,cfasew,Accounting
09:58:06,18:03:28,cfasew,Product
,,cfasew,Sales
08:12:56,16:41:52,64,Marketing
08:50:23,18:37:27,43,Logistics
09:16:27,17:37:59,54,Accounting
,18:43:41,43,Marketing
10:09:24,Unknown,77,Unknown
Unknown,17:50:25,33,Data
,17:20:23,62,Marketing
Unknown,,68,Product
08:16:13,16:09:48,cfasew,IT
08:44:39,,,
10:37:58,17:22:48,71,Unknown
10:53:45,16:41:34,cfasew,Logistics
,17:51:08,36,Unknown
09:05:54,18:51:36,81,Marketing
09:01:06,17:04:41,cfasew,Unknown
09:39:46,16:54:44,cfasew,Unknown
,,60,Unknown
09:40:43,18:10:09,47,Product
10:02:44,17:38:56,cfasew,Product
10:03:45,17:11:31,31,Accounting
08:27:47,17:41:11,,IT
Unknown,18:20:56,88,Unknown
Unknown,16:21:52,,
09:49:48,17:22:16,60,Logistics
09:55:17,,cfasew,Accounting
09:14:21,16:03:45,77,Unknown
08:52:18,Unknown,33,
,16:04:52,56,
Unknown,Unknown,85,Sales
10:28:19,16:42:22,cfasew,Unknown
09:47:53,16:59:15,42,Sales
10:52:34,,50,Data
Unknown,17:24:14,33,Product
09:13:44,17:35:22,37,Finance
Unknown,,40,Finance
10:54:26,,cfasew,Accounting
08:20:17,16:00:01,,
Unknown,16:06:45,cfasew,
09:25:05,16:08:42,65,Unknown
09:19:36,Unknown,cfasew,Sales
10:23:42,18:57:18,60,Logistics
,Unknown,68,
10:16:18,16:28:14,62,Unknown
,Unknown,,IT
10:04:09,,54,Product
09:43:40,17:58:04,30,Unknown
08:33:59,,cfasew,Product
09:02:15,18:19:58,65,IT
Unknown,18:56:26,74,Unknown
08:41:19,17:48:39,cfasew,Product
08:24:07,18:55:03,,Sales
Unknown,,44,Unknown
08:11:27,,cfasew,Unknown
09:54:43,,,
09:44:22,16:39:14,64,Marketing
Unknown,,81,
,,,Unknown
Unknown,18:30:18,62,
,17:42:05,cfasew,Finance
08:05:01,16:11:40,87,Marketing
09:03:54,16:15:56,51,
Unknown,16:09:35,79,Product
10:41:57,17:27:42,74,Data
10:57:55,17:31:33,64,
,17:08:45,40,Unknown
08:03:24,18:39:12,cfasew,Product
10:45:58,17:39:45,83,Accounting
10:42:14,17:32:02,61,Logistics
,Unknown,,Sales
,Unknown,79,Finance
,,55,Unknown
08:27:33,,70,IT
,Unknown,38,Unknown
Unknown,16:52:00,53,Data
10:10:22,16:01:20,cfasew,Unknown
10:20:43,18:32:49,cfasew,IT
09:55:52,Unknown,82,Sales
10:22:19,16:07:54,68,
Unknown,Unknown,,Logistics
Unknown,16:58:25,,Unknown
10:00:40,18:06:00,79,Data
10:06:59,18:38:34,cfasew,Marketing
,17:53:20,89,Finance
09:46:06,Unknown,49,Product
09:09:06,Unknown,46,Sales
10:08:36,Unknown,61,Logistics
10:30:08,,cfasew,
09:38:18,17:54:33,cfasew,Unknown
09:14:31,18:00:50,44,
10:40:02,Unknown,,Sales
Unknown,18:07:06,90,Product
10:20:50,17:50:41,68,Product
09:42:48,18:10:36,83,Data
,16:29:53,36,Marketing
08:20:23,,53,Unknown
Unknown,Unknown,47,Accounting
Unknown,,40,Marketing
,16:04:20,,IT
10:42:12,17:14:30,72,Marketing
,Unknown,65,Logistics
Unknown,18:52:03,cfasew,
,16:48:55,,Data
08:10:35,,34,Unknown
09:58:18,17:21:04,,
Unknown,18:41:00,86,Data
Unknown,18:09:40,38,Finance
Unknown,16:50:10,,Finance
09:35:57,18:45:42,cfasew,Unknown
,17:24:17,cfasew,Product
08:21:55,,67,Sales
09:56:33,16:59:42,,
Unknown,,73,Unknown
08:02:12,,41,Product
Unknown,18:39:41,60,
08:50:45,Unknown,39,Finance
10:32:23,18:49:49,49,Unknown
08:13:57,Unknown,34,Unknown
Unknown,Unknown,cfasew,Finance
08:01:11,17:33:23,37,Accounting
Unknown,17:10:24,47,Unknown
08:58:14,17:54:23,cfasew,Finance
08:14:24,18:54:37,cfasew,Finance
Unknown,17:46:50,cfasew,Logistics
,18:14:03,cfasew,
10:32:52,Unknown,44,
09:54:44,,40,Data
Unknown,18:40:28,87,Accounting
08:29:40,18:31:02,cfasew,Unknown
09:31:18,18:39:40,87,Accounting
09:14:44,17:32:11,78,Marketing
10:28:27,16:06:25,65,Logistics
09:50:48,,,Finance
,16:09:12,cfasew,IT
Unknown,18:41:34,cfasew,Unknown
08:54:13,,cfasew,IT
Unknown,17:03:30,,Unknown
09:03:27,,52,Unknown
09:55:58,,,Unknown
Unknown,Unknown,,Data
10:14:29,17:46:12,,
Unknown,,58,IT
10:48:49,18:15:04,41,
08:22:41,16:16:41,85,Finance
Unknown,16:05:54,43,Accounting
09:32:39,,cfasew,Marketing
,17:33:06,33,Data
10:28:18,Unknown,,
Unknown,16:49:03,cfasew,
08:19:50,16:55:08,77,Data
08:12:11,17:09:12,82,Product
10:39:28,16:33:27,75,Sales
09:40:06,Unknown,cfasew,Unknown
09:30:17,17:22:14,84,Data
08:28:21,,82,Unknown
08:36:50,17:37:22,71,
Unknown,16:38:38,70,Accounting
10:12:45,17:05:05,78,Accounting
10:53:40,,,Unknown
Unknown,Unknown,,Logistics
Unknown,17:52:08,75,Logistics
09:23:01,17:59:57,39,Data
10:06:40,18:47:36,90,Unknown
Unknown,18:06:32,63,Marketing
08:10:37,Unknown,cfasew,Product
,17:54:30,85,Unknown
Unknown,17:27:05,72,Logistics
,18:46:53,,Unknown
09:41:32,,,Unknown
09:49:53,17:13:32,,Unknown
Unknown,Unknown,86,Finance
10:57:09,,76,Unknown
Unknown,16:07:42,82,Sales
,Unknown,cfasew,Sales
09:55:37,,61,Unknown
10:36:49,18:03:54,52,Data
Unknown,18:03:56,,Unknown
08:19:53,18:50:02,76,Data
10:42:22,18:22:21,,Finance
08:46:23,17:52:44,cfasew,Data
Unknown,16:11:51,63,
08:50:17,18:39:25,73,Accounting
,,73,
Unknown,17:52:58,85,Unknown
08:53:54,18:48:22,36,Unknown
09:53:39,16:55:42,67,
Unknown,Unknown,cfasew,Data
09:19:39,,36,Marketing
10:30:08,16:24:06,44,
09:38:11,,45,Unknown
,Unknown,63,Accounting
10:19:54,18:44:22,,Marketing
09:32:56,17:04:40,37,Unknown
Unknown,,71,Accounting
09:14:54,,,Unknown
10:19:56,17:51:32,cfasew,Finance
08:13:31,18:20:58,cfasew,Unknown
08:00:23,Unknown,65,Logistics
Unknown,17:08:10,78,Finance
08:17:59,17:19:42,87,Logistics
Unknown,16:51:30,cfasew,Logistics
09:49:05,16:08:01,73,Product
,17:50:43,75,
10:50:55,18:39:18,52,Product
,16:56:41,53,Logistics
,,65,Accounting
09:11:01,17:28:24,,Logistics
08:58:04,Unknown,40,Unknown
08:34:38,18:53:13,52,
08:38:03,16:56:54,cfasew,Unknown
,Unknown,,
10:08:33,Unknown,,Data
,17:20:42,82,Sales
08:16:43,,80,Unknown
,16:22:41,49,Unknown
09:54:57,Unknown,cfasew,
Unknown,17:38:02,cfasew,Product
09:29:51,17:40:38,37,
10:23:24,16:06:42,72,Accounting
Unknown,Unknown,46,Unknown
Unknown,Unknown,72,Logistics
09:49:41,16:47:34,,Product
08:30:43,16:06:17,cfasew,Logistics
09:00:02,16:23:39,,Finance
Unknown,18:39:04,85,
10:15:46,18:59:46,57,Finance
10:32:45,16:21:21,,Accounting
10:57:05,,65,
08:01:52,Unknown,53,Unknown
10:57:52,17:32:22,57,Logistics
,16:39:19,,Unknown
09:43:44,17:48:12,48,Marketing
,16:03:48,80,
10:19:42,17:58:27,66,
Unknown,,57,Logistics
09:12:03,,77,
09:45:06,Unknown,cfasew,Product
08:42:17,17:25:11,69,Marketing
09:57:47,16:19:00,43,Unknown
,17:14:15,69,
08:51:24,,,Finance
08:10:30,18:15:18,44,
10:37:37,,71,
09:38:52,Unknown,83,Sales
Unknown,18:46:04,50,Unknown
10:19:02,16:31:41,cfasew,Unknown
09:41:05,16:16:38,79,
,17:19:45,cfasew,Marketing
09:32:39,Unknown,53,Unknown
Unknown,16:53:42,55,Finance
10:59:23,16:05:53,cfasew,Marketing
10:19:05,18:52:43,cfasew,Finance
10:23:07,Unknown,41,Sales
09:19:39,17:03:04,cfasew,Marketing
09:01:54,16:39:07,cfasew,Accounting
,,,Marketing
10:15:27,16:37:02,,Unknown
08:36:44,18:38:08,50,Finance
10:39:14,17:13:35,88,Product
08:31:25,Unknown,74,Unknown
08:02:38,17:23:28,78,
09:53:39,17:22:53,36,Data
09:02:24,18:39:53,,
08:09:38,16:54:09,82,Marketing
10:15:45,17:36:21,,Marketing
09:44:12,18:06:26,cfasew,
,17:55:03,cfasew,
10:58:44,16:26:24,,IT
Unknown,18:23:56,63,Unknown
,Unknown,30,Data
Unknown,16:45:12,63,Unknown
09:13:57,17:09:01,,Product
,Unknown,82,Product
08:40:01,17:46:04,87,Logistics
10:16:19,,32,
08:16:31,16:06:40,79,
10:17:02,Unknown,75,IT
,16:52:01,54,Unknown
Unknown,16:10:04,52,Marketing
09:22:51,17:41:40,cfasew,
Unknown,Unknown,48,Unknown
10:13:02,18:12:37,69,IT
Unknown,16:43:23,37,Sales
Unknown,16:47:55,46,Marketing
10:43:41,16:25:16,84,
08:28:35,,62,Finance
09:42:49,Unknown,83,Unknown
Unknown,16:48:38,cfasew,Product
Unknown,17:15:07,53,Unknown
09:53:29,,75,Product
08:29:34,,cfasew,Finance
,Unknown,51,Unknown
08:01:42,18:29:14,,Data
08:27:18,17:46:30,34,Unknown
08:16:21,16:19:28,76,Logistics
,16:55:46,32,IT
08:37:16,17:35:42,76,Finance
Unknown,Unknown,31,Sales
,17:35:52,,
08:34:44,16:40:00,38,Finance
,18:18:36,65,Accounting
,16:17:58,44,Unknown
10:36:39,18:56:31,,Data
10:15:46,16:12:17,39,Unknown
09:42:27,17:40:11,,Unknown
Unknown,18:08:22,37,IT
,18:27:39,,Product
,16:11:23,41,Finance
Unknown,16:49:51,65,Accounting
08:04:12,Unknown,30,Unknown
,17:35:39,89,Finance
Unknown,18:22:29,,IT
09:36:04,16:34:44,66,Marketing
09:30:00,18:36:54,55,Unknown
Unknown,16:59:23,cfasew,
10:30:00,18:15:48,41,Accounting
Unknown,17:48:32,82,Accounting
08:50:53,18:13:39,57,Sales
,16:56:05,86,Product
,18:04:06,63,Marketing
09:10:25,17:34:44,,Accounting
10:48:36,,89,Unknown
08:01:46,18:49:22,33,Unknown
08:20:58,Unknown,70,
10:19:04,,,
,Unknown,41,Unknown
09:28:52,18:08:00,58,Unknown
Unknown,,53,
10:36:31,16:07:30,cfasew,
,18:43:58,87,Unknown
08:20:12,18:33:35,37,
08:31:43,18:40:18,49,
09:38:17,16:55:54,76,Finance
09:06:23,16:46:25,,Marketing
09:45:23,16:03:28,60,Logistics
09:23:04,Unknown,,Finance
Unknown,,cfasew,Unknown
09:32:21,17:48:04,53,Finance
Unknown,Unknown,,Logistics
09:11:20,,cfasew,Product
09:02:45,17:08:21,,Product
Unknown,16:19:02,,
Unknown,16:20:24,,Sales
09:52:00,Unknown,cfasew,Marketing
09:01:57,18:32:48,73,Unknown
10:21:30,,87,Product
10:08:06,,cfasew,Product
08:26:31,18:24:16,56,
09:53:17,,84,IT
10:10:37,16:55:06,50,Unknown
09:50:12,18:18:52,cfasew,Logistics
09:38:17,16:33:28,68,Finance
Unknown,18:50:46,35,Accounting
Unknown,17:35:12,69,IT
10:28:50,17:50:38,85,Marketing
10:35:45,16:44:20,,Product
10:16:17,16:21:17,30,
10:21:17,,,Unknown
09:52:41,,,Accounting
08:05:49,Unknown,79,Unknown
10:50:15,16:05:02,68,Product
08:11:38,,65,
,18:39:17,43,Unknown
09:51:17,17:02:58,,
10:01:01,Unknown,32,
Unknown,16:40:52,40,
08:08:37,17:54:37,,Sales
08:22:49,18:57:40,39,
08:21:01,18:00:12,54,Marketing
08:22:08,,cfasew,Marketing
09:17:08,Unknown,66,
,16:50:11,88,
10:22:22,18:36:39,,Finance
Unknown,18:32:15,cfasew,Finance
08:47:30,,89,Unknown
08:06:02,18:41:46,40,Logistics
,16:27:15,35,Logistics
08:00:33,16:02:59,71,Product
,Unknown,cfasew,Data
Unknown,16:35:52,cfasew,Marketing
Unknown,16:50:04,,Product
08:44:38,17:13:08,cfasew,Sales
08:17:41,18:33:35,77,Logistics
Unknown,,42,Product
Unknown,16:36:49,cfasew,Unknown
10:35:04,17:31:42,51,IT
,18:31:26,cfasew,Logistics
08:31:37,16:19:09,49,
08:07:12,Unknown,38,Accounting
,18:40:00,cfasew,Finance
10:46:07,Unknown,48,Unknown
10:55:06,17:15:47,41,Product
08:10:22,18:37:05,cfasew,
Unknown,,90,Sales
,18:02:56,46,Finance
09:52:03,16:20:47,58,Accounting
10:24:25,,cfasew,Data
10:24:38,16:55:52,cfasew,Unknown
08:26:44,17:25:15,45,
08:02:15,Unknown,48,
Unknown,Unknown,,Unknown
Unknown,18:44:33,86,
10:50:31,Unknown,60,Finance
09:00:21,16:54:30,,Data
08:05:54,Unknown,87,Logistics
Unknown,Unknown,,Finance
08:02:24,16:35:05,,Unknown
Unknown,18:06:12,,Accounting
Unknown,Unknown,84,Unknown
Unknown,17:24:30,78,Finance
Unknown,Unknown,41,Logistics
Unknown,17:00:03,43,
08:32:40,16:46:07,53,Finance
09:11:26,16:58:37,78,Accounting
09:20:21,18:10:08,,Accounting
08:42:03,,,Marketing
09:14:23,,68,IT
,Unknown,,Data
Unknown,Unknown,50,
Unknown,Unknown,53,Finance
10:19:52,18:18:42,cfasew,Sales
Unknown,Unknown,43,
Unknown,18:28:14,84,Accounting
Unknown,Unknown,,
10:03:43,,,
,18:07:20,88,
10:33:42,,,IT
08:39:40,,84,Data
10:30:27,,55,Unknown
09:48:02,Unknown,69,
08:24:37,Unknown,77,Finance
Unknown,17:02:31,71,Product
Unknown,18:09:54,cfasew,Data
10:03:27,17:16:32,56,Unknown
,17:32:51,cfasew,Marketing
08:49:50,16:57:35,cfasew,
10:20:05,17:52:32,61,Logistics
09:51:15,18:35:18,,Finance
10:27:03,17:57:50,78,
10:48:37,17:59:18,32,
09:09:25,,,
,17:04:01,,Accounting
Unknown,18:57:33,cfasew,IT
08:14:54,16:45:59,81,IT
,18:51:06,cfasew,
09:23:25,17:48:26,40,IT
Unknown,16:56:39,57,Logistics
,17:27:58,cfasew,
Unknown,18:47:15,67,Data
08:10:12,17:06:35,88,
10:38:29,17:50:58,61,Unknown
10:13:14,18:30:19,33,IT
08:04:59,Unknown,42,IT
08:36:23,,40,Finance
10:27:19,,85,Sales
09:19:32,Unknown,38,Logistics
08:55:08,Unknown,43,Unknown
10:34:55,Unknown,38,Logistics
Unknown,16:28:05,41,Accounting
09:47:19,16:12:33,,Logistics
